customer_id,name,age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,credit_card_default
CST_115179,ita Bose,46,F,N,Y,0,107934.04,612,Unknown,1,1,33070.28,18690.93,73,544,2,1,1
CST_121920,Alper Jonathan,29,M,N,Y,0,109862.62,2771,Laborers,2,0,15329.53,37745.19,52,857,0,0,0
CST_109330,Umesh Desai,37,M,N,Y,0,230153.17,204,Laborers,2,0,48416.6,41598.36,43,650,0,0,0
CST_128288,Rie,39,F,N,Y,0,122325.82,11941,Core staff,2,0,22574.36,32627.76,20,754,0,0,0
CST_151355,McCool,46,M,Y,Y,0,387286,1459,Core staff,1,0,38282.95,52950.64,75,927,0,0,0
CST_123268,Sarah Marsh,46,F,Y,N,0,252765.91,2898,Accountants,2,1,37046.86,40245.64,19,937,0,0,0
CST_127502,Mason,38,M,N,Y,1,262389.2,5541,High skill tech staff,3,0,50839.39,41311.08,42,733,0,0,0
CST_151722,Saba,46,F,Y,Y,1,241211.39,1448,Core staff,3,0,30008.46,32209.22,91,906,0,0,0
CST_133768,Ashutosh,40,F,,Y,0,210091.43,11551,Laborers,2,0,21521.89,65037.74,14,783,0,0,0
CST_111670,David Milliken,39,F,Y,Y,2,207109.13,2791,High skill tech staff,4,0,9509.1,28425.52,14,666,0,0,0
CST_153773,Zaharia,32,F,N,Y,0,79102.33,2252,Unknown,2,1,8074.63,13615.21,58,781,0,0,0
CST_142986,Sam,52,M,Y,N,1,158933.98,817,Sales staff,3,0,19942.29,39126.06,41,889,0,0,0
CST_147654,Baker,39,F,N,Y,0,68421.1,365247,Unknown,2,0,13781.53,17110.01,72,643,1,1,1
CST_165186,Vaughan,52,F,Y,N,0,125141.5,2215,Sales staff,2,0,65673.47,38854.6,40,909,0,0,0
CST_114892,Katharina Bart,43,M,Y,Y,0,368556.71,5522,Managers,2,0,74286.97,122481.96,41,874,0,0,0
CST_106781,Lesley Wroughton,37,F,N,N,0,746959.12,2229,Unknown,2,0,16834.71,188438.82,63,666,0,0,0
CST_119686,Alister Bull,24,F,N,Y,0,145522.37,8058,High skill tech staff,1,0,26365.91,29476.68,77,763,0,0,0
CST_107195,Joan Biskupic,41,M,N,N,2,110975.59,2384,Laborers,4,1,16634.19,24027.62,87,582,1,1,1
CST_162929,Smith,34,F,N,Y,0,198608.52,4627,Core staff,2,0,61155.24,31554.66,84,699,0,0,1
CST_119824,Natalie Thomas,50,F,N,N,1,86956.02,192,Core staff,3,0,34644.51,14726.33,97,753,0,0,0
CST_144202,Huw,24,F,N,Y,0,123082.75,729,Sales staff,2,0,19625.83,42005.38,74,710,0,0,0
CST_151332,James,36,F,N,Y,,253922.42,433,Unknown,2,0,51044.13,60924.47,19,651,0,0,0
CST_105226,Tim Reid,42,M,Y,N,2,136743.6,3342,Managers,4,1,15990.33,47053.67,69,893,0,0,0
CST_109578,Poornima Gupta,23,F,N,Y,2,217697.92,4057,Drivers,4,0,27509.83,48384.25,84,519,2,0,1
CST_119972,Jonathan Kaminsky,37,F,N,Y,0,95256.28,7768,Laborers,2,0,11543.09,34545.88,19,895,0,0,0
CST_138824,Jessica,50,F,N,Y,2,170618.43,2996,Medicine staff,3,0,21476.67,26919.68,83,801,0,0,0
CST_144927,Michelle,27,M,Y,Y,1,118499.04,733,Laborers,3,0,9830.79,27462.45,83,880,0,0,0
CST_143579,Douwe,27,F,N,Y,0,154638.7,10188,Core staff,2,0,52954.56,20249.08,50,943,0,0,0
CST_115589,Nishant Kumar,23,F,Y,Y,0,229423.56,3978,Laborers,2,0,36998.7,25435.02,28,795,0,0,0
CST_149142,"ODonnell""",26,M,Y,N,0,172067.42,365251,Unknown,2,0,24199.23,22155.88,49,886,0,0,0
CST_159518,Temple-West,27,F,N,Y,0,133374.38,1142,Sales staff,2,1,29558.32,16962.2,98,832,0,0,0
CST_132881,John,23,F,N,N,1,99199.53,387,Unknown,3,0,16130.89,17474.98,36,823,0,0,0
CST_119708,Anna Driver,32,M,Y,N,0,206413.69,365247,Unknown,2,0,22419.59,74423.73,72,766,0,0,0
CST_106117,Alastair Sharp,32,M,Y,N,0,152418.94,1851,Unknown,2,0,37194.56,17749.23,99,904,0,0,0
CST_143621,Diane,30,F,N,Y,0,224495.72,564,Sales staff,2,0,23289.01,70967.55,23,919,0,0,0
CST_124692,Langi Chiang,35,F,N,Y,1,156486.8,976,Core staff,3,0,67136.81,27020.25,3,922,0,0,0
CST_103397,Martinne Geller,46,F,Y,Y,0,71277,125,Sales staff,2,1,25201.22,13851.29,63,673,0,0,0
CST_157798,Lange,48,M,Y,Y,0,359555.12,1289,Unknown,2,0,41878.34,83571.96,8,738,0,0,0
CST_160156,Stempel,48,F,N,Y,0,128362.79,3537,Core staff,2,0,15151.82,46066.92,30,684,0,0,0
CST_137097,Deepa,53,F,N,N,0,112168.78,2136,Cleaning staff,2,0,38577.08,23394.54,77,851,0,0,0
CST_156606,Taylor,47,F,,Y,0,229370.35,352,Sales staff,2,0,35347.36,27213.73,87,733,0,0,0
CST_116941,Edmund Blair,32,M,N,Y,1,200755.45,1847,Laborers,3,1,25418.57,43699.79,10,695,0,0,0
CST_165874,Cremer,28,F,N,N,0,128100.65,2908,Unknown,2,0,20549.92,25796.37,61,902,0,0,0
CST_141209,Harry,43,F,Y,Y,1,223787.52,2499,Drivers,2,1,18806.78,86882.47,10,724,0,0,0
CST_116401,Deepti Govind,37,F,N,N,0,92260.01,4976,HR staff,2,0,27946.64,26257.53,32,931,0,0,0
CST_105775,Diane Bartz,50,F,Y,Y,0,173396.95,365241,Unknown,1,0,10764.89,28296.94,3,811,0,0,0
CST_141275,Himank,26,F,Y,Y,0,206735.72,8039,Managers,2,0,90738.98,43999.15,55,848,0,0,0
CST_159503,Skariachan,33,M,Y,Y,0,316368.24,1377,Laborers,1,1,61446.88,78388.44,8,737,0,0,0
CST_165701,da,48,F,N,N,0,145514.36,365240,Unknown,1,0,27222.39,39851.78,22,717,0,0,0
CST_130624,Anirban,24,M,N,N,0,49095.08,365247,Unknown,2,0,13738.47,11766.32,90,891,0,0,0
CST_159841,"""Silvia",28,F,N,N,0,105269.88,365249,Unknown,2,0,30128.22,12997.07,91,814,0,0,0
CST_123543,Regan Doherty,29,F,N,Y,1,255762.9,235,Sales staff,3,0,47944.33,29842.03,28,723,0,0,0
CST_130816,Suzanne,49,F,Y,N,2,91788.31,360,Security staff,4,1,24679.42,20759.68,71,800,0,0,0
CST_162883,Toonkel,50,F,N,Y,0,112940.36,200,Sales staff,2,0,9985.33,19156.26,5,715,0,0,0
CST_157640,Sheahan,24,M,N,Y,1,165911.88,344,Laborers,3,0,67942.46,18209.26,18,692,0,0,0
CST_127366,Roantree,51,F,N,Y,0,151825.02,365244,Unknown,2,0,40195.46,42491.2,83,947,0,0,0
CST_120451,David Lawder,32,F,N,Y,1,152876.72,1256,Laborers,2,0,7385.37,26919.74,76,912,0,0,0
CST_152237,Hirschler,50,F,N,N,1,258020.7,1174,Unknown,3,0,14113.27,53342.4,50,735,0,0,0
CST_158979,Carew,42,F,N,Y,0,118593.55,365242,Unknown,1,0,24370.78,22676.87,84,782,0,0,0
CST_155270,Cole,41,F,N,Y,0,108455.69,340,Core staff,2,0,27507.9,26574.22,88,843,0,0,0
CST_124541,Padraic Halpin,52,F,N,Y,1,82722,1202,Managers,3,0,13003.15,12546.68,47,900,0,0,0
CST_109758,Nicole Mordant,48,F,Y,Y,1,144940.24,1469,Sales staff,3,0,16658.7,18934.01,94,532,0,1,1
CST_152434,Malone,41,F,N,N,1,114171.99,1213,Core staff,3,0,17947.87,12251,29,883,0,0,0
CST_102676,JoAnne Allen,52,F,N,Y,0,408999.16,365246,Unknown,2,0,62880.41,86611.59,20,713,0,0,0
CST_107947,Paul Day,37,F,N,N,0,78602.75,1408,Sales staff,2,0,11220.86,15133,30,679,0,0,0
CST_108356,Nicola Leske,46,F,N,Y,1,321454.51,2244,Sales staff,3,0,60176.95,49448.67,41,934,0,0,0
CST_138895,Liana,55,F,Y,Y,0,163524.14,183,Accountants,2,0,26403.62,41383.76,36,797,0,0,0
CST_126404,Johnson,51,F,N,Y,1,76823.85,7748,Core staff,2,0,10287.24,10754.41,74,730,0,0,0
CST_142693,Deepa,54,F,N,Y,2,175429.86,965,Sales staff,4,0,15270.87,38706.09,43,902,0,0,0
CST_127018,autos correspondent,50,F,Y,N,0,286723.85,2285,Sales staff,1,0,31870.3,56503.85,95,863,0,0,0
CST_117646,Alison Griswold,38,F,N,N,0,88538.03,2227,Sales staff,1,0,19491.29,29402.31,37,782,0,0,0
CST_129351,Roberta,50,F,N,N,0,339929.07,4118,Core staff,1,0,59184.95,95060.2,83,949,0,0,0
CST_164805,Ellsworth,37,F,N,N,0,73319.96,3412,Sales staff,2,1,12331.41,9334.66,88,702,0,0,0
CST_121620,Alex,41,M,Y,Y,0,253953.36,1487,Unknown,2,0,14662.91,90817.19,88,867,0,0,0
CST_139514,Liana,25,F,N,N,0,134477.61,7880,Sales staff,2,0,25452.79,22383.77,83,688,0,0,1
CST_136990,Kate,54,F,N,Y,0,142112,3290,Unknown,1,0,13172.01,37096.88,36,774,0,0,0
CST_122634,Lynch Svea,38,M,N,Y,0,162592.9,9616,Unknown,1,0,35422.27,31028.79,20,923,0,0,0
CST_126809,Soyoung Kim,27,F,Y,Y,1,196223.74,1277,Unknown,3,1,65946.39,35306.2,56,676,0,0,0
CST_137891,Debra,31,F,N,Y,0,164809.42,365245,Unknown,2,0,27630.55,31752.06,92,876,0,0,0
CST_117541,Patrick Temple-West,29,M,Y,N,0,211530.58,2478,Unknown,1,0,15401.43,57697.81,13,703,0,0,0
CST_138017,Marja,50,M,Y,Y,1,207621.25,1433,Drivers,3,1,50351.63,50266,79,667,0,0,1
CST_129960,Lisa,52,M,Y,Y,0,114109.36,1446,Security staff,2,0,19207.54,24127.51,81,620,1,1,1
CST_122890,Olivia Oran,53,F,Y,Y,0,110227.77,10079,Laborers,2,0,17560.34,26221.47,16,937,0,0,0
CST_117777,Wayne Cole,47,F,N,Y,0,202089.68,6124,Managers,1,0,25022.9,33421.81,37,926,0,0,0
CST_120670,Lionel Laurent,34,M,Y,Y,2,390264.82,307,Managers,4,0,48480.85,99876.33,9,650,0,0,0
CST_129421,Chuck,28,M,Y,Y,0,171999.73,365243,Unknown,2,0,25204.95,27682.94,43,835,0,0,0
CST_108840,Fergus Jensen,43,F,N,Y,0,105641.18,365249,Unknown,2,0,30269.35,28311.61,78,608,1,1,1
CST_143922,Kirsti,52,M,Y,N,0,348781.48,1808,Managers,2,1,75598.54,46802.64,15,736,0,0,0
CST_145999,Thomas,55,F,N,N,0,223956.76,578,Sales staff,1,0,50733.79,31737.49,39,655,0,0,0
CST_131351,Doug,24,M,Y,Y,1,345800.3,277,Laborers,3,0,39719.26,118352.08,62,808,0,0,0
CST_101410,Paul Taylor,29,F,N,Y,1,154039.49,3349,Sales staff,3,0,21305.91,22388.48,35,905,0,0,0
CST_129479,Nick,40,M,Y,N,0,407205.73,1254,Laborers,2,0,36882.04,92722.57,67,737,0,0,0
CST_119917,Ana Nicolaci,31,F,N,Y,2,109369.23,936,Sales staff,4,0,46927.79,16872.22,56,948,0,0,0
CST_163066,Toonkel,49,F,Y,Y,0,180777.71,206,Sales staff,1,0,27034.34,63189.04,3,943,0,0,0
CST_123421,Martinez,36,M,N,Y,0,230984.04,588,Laborers,2,0,35554.31,28702.61,88,658,0,0,1
CST_100562,Douglas Busvine,28,M,N,Y,1,437661.11,4331,Managers,3,0,36729.28,67140.92,17,948,0,0,0
CST_156615,Moon,23,M,N,N,0,164534.02,2201,Unknown,2,0,44952.01,31158.79,60,731,0,0,0
CST_113590,Casey Sullivan,53,F,N,N,0,94126.29,644,Sales staff,2,0,7713.83,19923.75,66,825,0,0,0
