customer_id,name,age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,credit_card_default
CST_101814,Ryan Vlastelica,39,F,N,Y,0,259752.17,365246,Unknown,2,0,69333.96,70925.7,99,889,0,0,0
CST_159273,Seetharaman,41,M,N,Y,0,221021.79,537,Unknown,1,1,16280.21,26922.33,69,731,0,0,0
CST_161795,Bergin,43,M,Y,Y,1,278853.7,195,Laborers,3,0,44813.14,53029.34,17,725,0,0,0
CST_143766,Ajay,32,F,N,Y,1,158187.78,1666,Core staff,3,0,67852.32,20074.37,33,946,0,0,0
CST_151544,Lange,42,F,N,Y,2,179256.28,1087,Medicine staff,3,0,18645.97,67335.94,29,795,0,0,0
CST_137426,Renee,28,F,N,Y,0,105415.82,423,Cleaning staff,1,0,8889.01,23390.24,29,921,0,0,0
CST_165077,Cohn,55,F,Y,Y,1,703168.53,5757,Core staff,3,1,51615.93,110539.14,70,715,0,0,0
CST_147462,Menon,39,F,N,Y,0,66641.43,365251,Unknown,2,0,23085,16567.35,78,928,0,0,0
CST_103329,Gavin Jones,25,F,N,Y,1,145390.35,2098,Unknown,3,0,17223.46,26252.33,4,826,0,0,0
CST_151591,Frazier,27,M,Y,N,2,271567.33,6165,Laborers,4,0,29187.43,36473.56,14,896,0,0,0
CST_103753,Jennifer Clark,46,F,Y,Y,0,191055.97,10208,Core staff,2,0,20223.83,35426.49,85,879,0,0,0
CST_155121,Stebbins,23,F,Y,N,1,252330.2,825,Unknown,2,0,59752.41,43678.94,1,918,0,0,0
CST_145240,Henning,26,F,N,N,0,118206.57,783,Unknown,2,0,9778.38,16204.54,88,606,1,1,1
CST_146494,Michelle,50,F,N,Y,2,215159.4,240,Sales staff,4,1,61339.5,37989.92,73,862,0,0,0
CST_111153,Robin Emmott,41,F,N,N,0,375974.73,12822,Managers,2,0,75325.95,74954.23,19,672,0,0,0
CST_119744,ewich Noel,51,M,N,N,0,465916.64,365251,Unknown,2,0,44989.23,70138.29,34,851,0,0,0
CST_126662,Swetha Gopinath,23,M,N,Y,0,205999.6,1563,Laborers,2,0,34723.34,50318.88,0,846,0,0,0
CST_137196,Jessica,52,F,N,Y,0,172604.1,8947,Core staff,2,0,34319.69,62187.11,3,736,0,0,0
CST_136755,ewich,47,F,N,N,0,550520.11,954,Managers,2,0,33339.98,97098.78,77,818,0,0,0
CST_120645,"""John ODonnell""",23,M,N,Y,0,132223.84,365247,Unknown,2,0,24462.31,13654.1,59,936,0,0,0
CST_108644,Tiisetso Motsoeneng,24,M,N,N,2,206893.56,2233,Unknown,4,1,37002.91,27068.76,88,923,0,0,0
CST_117356,Katharina Bart,30,F,N,Y,1,185530.53,511,Core staff,3,1,40694.25,28301.24,58,750,0,0,0
CST_125412,Fabian Cambero,33,M,Y,Y,1,259585.53,2018,Laborers,3,0,35325.86,44571.82,24,863,0,0,0
CST_107484,Taiga Uranaka,27,F,N,Y,1,118157,5444,Sales staff,3,0,42947.37,26950.92,1,925,0,0,0
CST_151707,Georgiopoulos,25,F,N,Y,1,258265.51,906,Core staff,3,0,25096.56,35129.82,41,826,0,0,0
CST_151855,Jones,47,F,Y,Y,0,196455.14,365247,Unknown,2,0,32385.82,66241.8,55,656,0,0,0
CST_123747,Tom Bill,53,F,N,N,0,135684.48,792,Laborers,2,1,33150.81,29775.39,75,545,2,0,1
CST_102185,Carole Vaporean,44,F,Y,Y,0,244178.49,4609,High skill tech staff,2,1,33055.29,75121.22,74,718,0,0,0
CST_130514,Rick,41,F,N,N,0,167736.03,609,Sales staff,2,0,21326.76,27975.61,39,863,0,0,0
CST_152496,Walet,36,F,N,N,,119370.55,365244,Unknown,2,0,38092.24,20616.66,86,878,0,0,0
CST_122085,Anna Driver,40,F,N,N,1,124441.62,619,High skill tech staff,3,,18848.44,34465.23,59,728,0,0,0
CST_163422,Rao,45,F,N,N,0,218652.11,1794,Sales staff,2,0,30548.33,28393.6,84,787,0,0,0
CST_110214,Sergio Goncalves,24,F,N,Y,0,143827.05,365249,Unknown,2,0,23687.66,19021.89,11,705,0,0,0
CST_156957,Whitesides,35,F,N,Y,0,328758.65,365241,Unknown,2,0,56669.42,93203.99,94,773,0,0,0
CST_164153,Bull,42,M,Y,Y,1,264358.12,188,Drivers,3,0,32644.23,31085.23,40,886,0,0,0
CST_125372,Euan Rocha,44,F,Y,Y,2,167800.38,561,Sales staff,3,1,49946.22,37743.58,90,606,1,1,1
CST_157449,Pierson,35,M,Y,N,2,539083.93,654,Cooking staff,4,0,38497.53,88699.88,34,928,0,0,0
CST_128856,Phil,43,F,N,Y,1,225531.18,1560,Cleaning staff,3,0,46232.77,23640.74,17,924,0,0,0
CST_147778,Chatterjee,42,M,N,N,1,203357.88,1832,Drivers,3,0,56012.2,24710.81,86,757,0,0,0
CST_101290,Katya Wachtel,37,M,N,N,0,215907.93,500,Sales staff,2,0,32612.18,64676.88,11,782,0,0,0
CST_136907,Carrick,36,F,N,Y,1,248476.28,7253,Unknown,3,0,49839.18,62060.74,12,867,0,0,0
CST_100856,Grant McCool,46,F,N,Y,0,132926.49,4358,High skill tech staff,1,0,21212.14,27123.76,86,781,0,0,0
CST_113058,Poornima Gupta,34,F,N,Y,0,346308.73,2521,Managers,2,0,44744.44,78860.58,0,765,0,0,0
CST_125671,Euan Rocha,50,F,N,N,1,86655.75,4243,Core staff,3,0,18836.74,17659.27,45,935,0,0,0
CST_133325,David,53,M,Y,N,0,105159.34,3560,Laborers,2,0,25370.42,13639.14,48,924,0,0,0
CST_156002,Kobzeva,34,M,Y,Y,1,395170.62,1582,Unknown,3,0,47862.54,143651.59,82,824,0,0,0
CST_105774,Nick Brown,35,M,N,N,0,167421.63,649,Laborers,2,0,18810.47,35849.88,52,677,0,0,0
CST_124058,Aruna Viswanatha,52,F,N,Y,1,246240.5,2185,Laborers,3,0,46868.89,32732.87,61,665,0,0,0
CST_139820,Deepa,42,M,Y,N,0,280527.86,464,Sales staff,2,1,44057.58,47679.21,94,897,0,0,0
CST_132729,Margarita,46,M,Y,Y,0,237586.93,287,Laborers,2,1,29145.98,54830.2,19,889,0,0,0
CST_109594,Jennifer Saba,46,F,N,Y,1,221749.32,2721,Core staff,3,0,26903.77,27513.88,0,656,0,0,0
CST_125117,Baker,34,M,Y,Y,1,191312.11,326,Laborers,2,1,34642.33,47201.84,21,820,0,0,0
CST_118244,Bernie Woodall,44,F,N,Y,0,258513.08,365243,Unknown,2,0,23335.87,44379.55,79,688,0,0,0
CST_165824,Gopinath,35,F,N,Y,0,205534.31,1620,Core staff,1,0,9467.23,69243.89,91,831,0,0,0
CST_107924,Lee Chyen,35,M,N,Y,0,61858.54,365242,Unknown,1,0,11830.59,12675.61,22,894,0,0,0
CST_121665,ernie Woodall,35,F,N,Y,1,123623.01,400,Sales staff,3,0,32844.65,47674.54,75,902,0,0,0
CST_117476,Martin Petty,51,F,Y,Y,0,115893.22,624,Managers,2,0,41987.37,36038,12,849,0,0,0
CST_140758,Leika,37,F,N,Y,0,137011.76,874,Sales staff,2,0,51776.62,20289.37,30,943,0,0,0
CST_132065,Lauren,54,F,N,Y,0,76741.62,1006,Core staff,2,1,11854.65,17498.76,46,921,0,0,0
CST_162168,Dye,26,F,N,Y,0,319590.87,7109,Core staff,2,0,24511.69,44202.47,84,694,0,0,1
CST_144077,Nick,40,F,Y,Y,0,145473.7,2250,Unknown,1,0,14390.94,23236.24,5,855,0,0,0
CST_137495,Leah,25,F,N,N,0,115153.68,5000,Laborers,2,0,55071.25,35956.04,88,890,0,0,0
CST_129127,Sinead,41,M,Y,N,2,266669.38,780,Drivers,4,1,27657.63,71310.42,15,826,0,0,0
CST_120412,Michael Martina,27,F,Y,N,2,150927.26,6231,Core staff,4,0,15206.85,34784.37,24,811,0,0,0
CST_140075,Suzanne,38,F,Y,Y,0,210759.66,6958,Medicine staff,2,0,22056.28,25010.67,74,709,0,0,0
CST_133146,Julien,48,F,N,Y,0,86119.76,365241,Unknown,1,0,30051.62,28760.38,19,683,0,0,0
CST_109902,Jennifer Hoyt,28,F,Y,Y,0,232512.21,5992,Managers,2,0,27612.81,32605.12,0,719,0,0,0
CST_163298,Shamdasani,52,F,N,Y,0,133287.08,9685,Core staff,2,0,45472.87,27111.18,60,922,0,0,0
CST_148115,Strupczewski,33,F,Y,Y,0,216708.85,3480,Accountants,1,0,33365.25,35586.72,41,924,0,0,0
CST_140763,Huw,48,F,N,N,1,220221,435,Core staff,3,0,40672.69,40247.48,56,924,0,0,0
CST_107888,Nigel Davies,28,M,Y,N,0,338355.32,1246,Drivers,2,0,47207.25,37677.06,38,656,0,0,0
CST_111410,"""John ODonnell""",36,F,N,Y,2,157492.98,666,Sales staff,3,0,26325.27,20950.92,17,659,0,0,0
CST_116923,Kevin Yao,51,M,Y,Y,0,667947.5,279,Managers,1,0,78049.95,87641.87,53,854,0,0,0
CST_119969,Andreas Rinke,43,F,N,Y,0,132494.48,807,Unknown,2,1,12820.01,21914.62,84,573,1,1,1
CST_102408,Alexei Oreskovic,44,F,N,Y,0,138455,365251,Unknown,2,0,31288.65,19690.12,66,937,0,0,0
CST_146271,Joseph,42,F,Y,N,0,219130.66,1592,Medicine staff,2,0,14198.41,32247.61,38,784,0,0,0
CST_142827,Silvio,24,M,Y,Y,1,150414.18,2013,Managers,2,0,16343.32,34570.67,78,765,0,0,0
CST_149033,French,37,F,N,Y,0,232783.59,428,Laborers,2,0,27835.16,56856.81,90,870,0,0,0
CST_107815,Tom Polansek,30,F,N,Y,0,97782.86,5531,Sales staff,2,1,42910.28,36266.4,68,741,0,0,0
CST_159288,Guillaume,44,F,N,Y,2,61192.87,1706,Unknown,4,0,11110.82,12491.05,79,703,0,0,0
CST_100966,Prashant Mehra,36,F,N,Y,1,76564.47,297,Cooking staff,2,0,5727.09,17154.5,16,700,0,0,0
CST_149122,Rohan,52,F,N,Y,1,148538.68,510,Laborers,2,1,21754.03,25356.21,94,596,1,1,1
CST_156724,Papadimas,29,M,N,Y,2,357712.16,,Unknown,4,0,23452.04,54357.99,55,810,0,0,0
CST_108573,Jeb Blount,38,F,N,Y,0,101590.15,172,Sales staff,1,0,10773.01,32906.81,26,770,0,0,0
CST_140740,Matthias,27,F,N,N,2,269115.7,669,Accountants,4,0,23320.84,32565.53,31,789,0,0,0
CST_134064,Herbert,46,F,N,Y,1,343324.23,738,Unknown,3,1,31269.04,75163.81,45,654,0,0,0
CST_121425,Lynch,34,F,N,Y,1,318261.83,1707,Laborers,3,1,67941.31,74354.27,55,929,0,0,0
CST_113800,Rick Rothacker,30,F,N,Y,3,76611.86,791,Cleaning staff,5,0,7123.45,29192.39,69,895,0,0,0
CST_164565,Seetharaman,54,F,N,Y,0,195887.39,365252,Unknown,2,0,41383.61,59713.27,92,921,0,0,0
CST_154822,Scuffham,52,F,N,Y,0,106502.95,1279,Core staff,2,0,16705.3,34323.5,16,827,0,0,0
CST_149123,Huffstutter,36,M,Y,Y,1,200758.37,365240,Unknown,3,0,43598.82,38447.58,83,884,0,0,0
CST_109810,Jason Subler,47,M,Y,N,0,315823.49,323,Sales staff,2,0,37135.65,100393.19,97,770,0,0,0
CST_115575,Sam Forgione,38,F,N,Y,0,144317.89,374,Unknown,2,0,18784.56,41941.82,70,653,0,0,0
CST_155662,Layne,42,M,Y,Y,4,101524.49,188,Drivers,6,1,32900.86,17809.56,13,936,0,0,0
CST_150466,Mikolajczak,46,F,N,Y,0,368764.62,365248,Unknown,2,0,34427.25,121860.85,45,804,0,0,0
CST_128824,Lucia,34,M,N,Y,0,245921.71,601,Laborers,1,1,58952.31,41648.53,77,841,0,0,0
CST_135182,Clara,52,F,N,N,1,345969.31,1301,Laborers,2,0,77194.39,43811.68,72,732,0,0,0
CST_120997,Aileen Wang,46,F,N,N,0,169533.33,2899,Unknown,1,0,36934.58,37701.72,5,699,0,0,0
CST_146051,Alexei,24,F,N,Y,0,124185.96,365242,Unknown,2,0,23417.05,28981.19,58,809,0,0,0
CST_157631,Barr,40,F,Y,Y,0,225472.1,3715,Laborers,2,0,14046.27,36864.78,9,655,0,0,0
CST_102953,Yann Le,46,M,N,Y,0,112764.5,365241,Unknown,2,0,25264.19,35169.67,34,730,0,0,0
CST_152630,Levine,54,F,N,Y,0,126332.25,365252,Unknown,1,0,14641.21,15441.64,64,820,0,0,0
CST_130482,Stella,49,F,N,Y,0,60545.49,365249,Unknown,2,0,16571.24,14090.61,33,696,0,0,0
CST_145647,Takaya,55,F,N,N,0,77925.13,10295,Cooking staff,2,0,34059.45,10825.13,23,835,0,0,0
CST_164275,Regan,40,F,N,Y,1,102751.83,900,Sales staff,3,0,16345.81,33523.7,72,646,1,1,1
CST_112666,Poornima Gupta,55,F,N,Y,0,107324.84,365241,Unknown,2,0,22646.44,37430.28,26,824,0,0,0
CST_140315,Ilaina,35,F,Y,Y,0,211795.58,2659,Managers,1,1,51636.77,39201.75,2,763,0,0,0
CST_129100,Leigh,35,F,N,Y,0,211986.95,3190,Laborers,2,0,48264.53,28852.27,79,842,0,0,0
CST_109872,Huw Jones,42,M,N,N,0,54513.28,3257,Security staff,1,1,10211.97,10274.04,5,853,0,0,0
CST_119147,Andrea Shalal-Esa,34,M,N,Y,1,256507.69,3074,Laborers,3,0,49089.52,41120.25,85,689,0,0,1
CST_153286,White,51,M,Y,Y,0,175277.79,1762,Drivers,1,0,23044.63,18832.81,34,928,0,0,0
CST_124086,Alex,49,F,N,Y,1,170819.55,554,Sales staff,3,0,16850.42,25704.95,85,527,0,0,1
CST_144648,Dhanya,33,F,N,Y,0,87071.8,1562,Unknown,1,0,18010.21,9962.45,2,745,0,0,0
CST_100601,Nathan Layne,30,F,N,Y,0,183338.57,910,Laborers,2,1,17050.07,22639,67,825,0,0,0
CST_155688,Farge,26,F,N,Y,0,89548.74,365246,Unknown,2,0,26089.42,21152.62,79,814,0,0,0
CST_158541,Valetkevitch,35,F,Y,Y,0,101953.03,2353,Sales staff,2,0,27806.28,18019.22,49,669,0,0,0
CST_124752,Anna Yukhananov,46,F,N,Y,0,209598.15,481,Laborers,1,0,45903.46,21946.49,42,697,0,0,0
CST_124346,Kentaro Sugiyama,32,M,N,Y,0,118280.01,280,Laborers,1,0,14263.51,28850.44,76,763,0,0,0
CST_108927,Huw Jones,44,M,N,N,0,74568.58,471,Security staff,2,0,13686.83,12901.82,40,678,0,0,0
CST_117881,Lee Chyen,39,F,N,Y,1,99301.75,8111,Sales staff,2,0,13166.06,21402.97,4,716,0,0,0
CST_115221,Oksana Kobzeva,53,F,N,Y,1,201536.2,2064,Sales staff,3,0,59897.25,41102.18,71,832,0,0,0
CST_126543,Lesley Wroughton,30,M,N,N,1,228009.57,191,Laborers,3,0,11323.19,40524.61,69,722,0,0,0
CST_158773,Levine,31,F,Y,N,0,54081.76,254,Accountants,2,0,24495.23,18558.09,19,798,0,0,0
CST_146895,Azhar,43,M,Y,N,3,217386.48,2586,Drivers,5,0,16835.97,49957.59,74,746,0,0,0
CST_147057,McLaughlin,36,F,N,Y,0,379306.65,733,Laborers,1,0,10494.03,102162.97,11,702,0,0,0
CST_114389,Nate Raymond,42,M,N,N,0,341929.62,2481,Managers,2,0,40910.04,36030.04,64,795,0,0,0
CST_153931,Prakash,52,M,Y,Y,0,171780.8,5219,Drivers,2,0,9728.94,51055.9,25,681,0,0,0
CST_153050,Stebbins,30,M,N,Y,0,250411.94,365241,Unknown,1,0,26933.01,65280.15,39,696,0,0,0
CST_147977,Oreskovic,42,F,N,Y,0,172288.8,4011,Unknown,2,0,37987.42,34039.59,36,654,0,0,0
CST_153062,Spicer,52,M,Y,Y,0,122921.12,365244,Unknown,1,0,24971.44,20629.48,97,771,0,0,0
CST_162097,Moon,47,F,Y,Y,2,191374.82,1744,Managers,4,1,19855.69,35834.68,57,849,0,0,0
CST_111528,Jessica Wohl,33,F,N,Y,0,110807.12,365244,Unknown,2,0,44135.66,17334.19,87,779,0,0,0
CST_154423,Papachristou,45,M,Y,Y,0,279900.85,918,Laborers,2,0,9554.47,79920.93,25,911,0,0,0
CST_151861,Chyen,33,F,N,N,2,201605.46,4838,Accountants,4,0,27247.39,28256.17,28,915,0,0,0
CST_151903,Petty,42,M,N,N,1,222734.88,3290,Laborers,3,0,40569.97,62461.71,17,728,0,0,0
CST_103982,Lauren Tara,52,F,N,Y,0,292274,175,Unknown,1,0,60844.43,33950.81,26,804,0,0,0
CST_107144,Sergio Goncalves,54,M,Y,Y,0,168936.48,365252,Unknown,1,0,32399.63,55940,69,651,0,0,0
CST_139588,Jessica,51,M,Y,Y,1,102118.75,5161,Laborers,3,0,14669.25,20478.69,16,921,0,0,0
CST_143658,Patricia,40,F,N,N,1,327667.86,2392,Unknown,2,0,26171.67,35744.4,9,689,0,0,0
CST_112044,Allison Martell,51,M,Y,Y,0,247271.03,365247,Unknown,2,0,58098.23,85001.06,60,752,0,0,0
CST_144130,Alina,38,M,Y,Y,0,157845.13,486,Core staff,1,0,36795.35,25219.44,95,641,1,1,1
CST_134541,Phil,30,M,Y,N,0,510202.15,6703,Laborers,1,0,30513.83,96266.74,83,877,0,0,0
CST_128468,Lucia,37,F,N,N,0,172832.69,365244,Unknown,1,0,23355.53,52560.59,23,735,0,0,0
CST_140273,Ann,28,F,Y,Y,1,168192.65,2979,Managers,2,0,25496.73,25529.87,84,546,0,0,1
CST_148932,Seetharaman,23,F,N,Y,0,256939.24,7155,Laborers,2,0,41855.04,78438.1,14,662,0,0,0
CST_150974,Tara,32,M,Y,Y,1,167020.09,4282,Drivers,3,0,15527.43,31468.86,46,836,0,0,0
CST_129437,Jim,37,F,N,Y,0,172006.01,365246,Unknown,2,0,39505.84,66383.29,67,883,0,0,0
CST_114426,Nate Raymond,37,F,N,N,2,173192.29,1792,Unknown,4,1,62473.41,30034.17,42,757,0,0,0
CST_141276,Denis,44,M,N,Y,0,83564.06,1581,Drivers,2,0,20583.97,26063.84,98,681,0,0,1
CST_161867,Valetkevitch,52,M,Y,Y,1,257312.36,195,Laborers,3,0,48162.72,47151.51,67,839,0,0,0
CST_140014,Dan,25,F,N,Y,2,119445.82,1399,Sales staff,4,0,28582.77,25761.51,73,925,0,0,0
CST_125475,Michael Taylor,40,M,Y,N,1,253600.65,1979,Core staff,2,0,48936.27,52853.01,34,713,0,0,0
CST_147906,Spicer,26,F,N,Y,1,261847.45,1623,Unknown,3,0,58077.21,31903.6,7,681,0,0,0
CST_129469,Jason,23,F,N,Y,1,133602.73,693,Accountants,3,0,73407.53,35139.41,47,906,0,0,0
